pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2,pl_pubdate,releasedate
Kepler-1544 b,168.811174,0.001271,-0.001271,0,0.54,,,0,1.83,4.73,-0.17,0,0.163,0.422,-0.015,0,,,,,,,,,0,,,0,1.02,13.7,-0.25,0,256,,,0,,4893,141,-110,0,0.76,1.97,-0.07,0,0.73,0.28,-0.06,0,-0.04,0.28,-0.24,0,4.54,0.06,-0.98,0,335.09,1.666,-1.65,04-12-2014,18-11-2014
Kepler-1544 b,168.811174,0.001271,-0.001271,0,0.54,,,0,1.83,4.73,-0.17,0,0.163,0.422,-0.015,0,,,,,,,,,0,,,0,1.02,13.7,-0.25,0,256,,,0,,4893,141,-110,0,0.76,1.97,-0.07,0,0.73,0.28,-0.06,0,-0.04,0.28,-0.24,0,4.54,0.06,-0.98,0,335.09,1.666,-1.65,18-12-2014,21-11-2014
Kepler-1653 b,140.252515,0.002146,-0.002146,0,0.4651,,,0,1.73,0.18,-0.16,0,0.154,0.016,-0.014,0,,,,,,,,,0,,,0,1.04,0.39,-0.28,0,257,,,0,,4771,149,-130,0,0.7,0.07,-0.07,0,0.68,0.09,-0.05,0,-0.22,0.34,-0.28,0,4.59,0.05,-0.04,0,,,,18-12-2014,21-11-2014
Kepler-1653 b,140.252515,0.002146,-0.002146,0,0.4651,,,0,1.73,0.18,-0.16,0,0.154,0.016,-0.014,0,,,,,,,,,0,,,0,1.04,0.39,-0.28,0,257,,,0,,4771,149,-130,0,0.7,0.07,-0.07,0,0.68,0.09,-0.05,0,-0.22,0.34,-0.28,0,4.59,0.05,-0.04,0,,,,24-09-2015,25-08-2015
Kepler-1653 b,140.252515,0.002146,-0.002146,0,0.4651,,,0,1.73,0.18,-0.16,0,0.154,0.016,-0.014,0,,,,,,,,,0,,,0,1.04,0.39,-0.28,0,257,,,0,,4771,149,-130,0,0.7,0.07,-0.07,0,0.68,0.09,-0.05,0,-0.22,0.34,-0.28,0,4.59,0.05,-0.04,0,,,,04-12-2014,18-11-2014
Kepler-442 b,112.306839,0.002432,-0.002432,0,0.393,,,0,1.56,0.14,-0.15,0,0.139,0.012,-0.013,0,,,,,,,,,0,,,0,1.08,0.37,-0.29,0,260,,,0,,4569,141,-124,0,0.65,0.06,-0.06,0,0.64,0.07,-0.05,0,-0.28,0.35,-0.3,0,4.62,0.05,-0.03,0,365.965,2.763,-2.724,24-09-2015,25-08-2015
Kepler-442 b,112.306839,0.002432,-0.002432,0,0.393,,,0,1.56,0.14,-0.15,0,0.139,0.012,-0.013,0,,,,,,,,,0,,,0,1.08,0.37,-0.29,0,260,,,0,,4569,141,-124,0,0.65,0.06,-0.06,0,0.64,0.07,-0.05,0,-0.28,0.35,-0.3,0,4.62,0.05,-0.03,0,365.965,2.763,-2.724,18-12-2014,21-11-2014
Kepler-442 b,112.306839,0.002432,-0.002432,0,0.393,,,0,1.56,0.14,-0.15,0,0.139,0.012,-0.013,0,,,,,,,,,0,,,0,1.08,0.37,-0.29,0,260,,,0,,4569,141,-124,0,0.65,0.06,-0.06,0,0.64,0.07,-0.05,0,-0.28,0.35,-0.3,0,4.62,0.05,-0.03,0,365.965,2.763,-2.724,04-12-2014,18-11-2014
Kepler-1410 b,60.8713,0.0021,-0.0021,0,0.25,,,0,1.41,0.12,-0.12,0,0.126,0.011,-0.011,0,,,,,,,,,0,,,0,,,,0,264,,,0,,4110,61,-61,0,0.53,0.01,-0.01,0,0.56,0.01,-0.01,0,,,,0,4.73,0.3,-0.3,0,,,,08-01-2014,28-10-2013
Kepler-395 c,34.9894475,0.0003378,-0.0003378,0,0.1561,,,0,1.25,0.15,-0.44,0,0.112,0.013,-0.039,0,,,,,,,,,0,,,0,1.14,0.39,-0.74,0,264,,,0,,3735,54,-164,0,0.4,0.05,-0.14,0,0.41,0.05,-0.15,0,-0.5,0.1,-0.4,0,4.85,0.12,-0.08,0,421.382,8.0905,-8.0905,24-09-2015,25-08-2015
Kepler-395 c,34.9894475,0.0003378,-0.0003378,0,0.1561,,,0,1.25,0.15,-0.44,0,0.112,0.013,-0.039,0,,,,,,,,,0,,,0,1.14,0.39,-0.74,0,264,,,0,,3735,54,-164,0,0.4,0.05,-0.14,0,0.41,0.05,-0.15,0,-0.5,0.1,-0.4,0,4.85,0.12,-0.08,0,421.382,8.0905,-8.0905,18-12-2014,21-11-2014
Kepler-395 c,34.9894475,0.0003378,-0.0003378,0,0.1561,,,0,1.25,0.15,-0.44,0,0.112,0.013,-0.039,0,,,,,,,,,0,,,0,1.14,0.39,-0.74,0,264,,,0,,3735,54,-164,0,0.4,0.05,-0.14,0,0.41,0.05,-0.15,0,-0.5,0.1,-0.4,0,4.85,0.12,-0.08,0,421.382,8.0905,-8.0905,04-12-2014,18-11-2014
Kepler-235 e,46.18415,0.0002451,-0.0002451,0,0.2014,,,0,1.94,0.29,-0.28,0,0.173,0.026,-0.025,0,,,,,,,,,0,,,0,1.16,0.68,-0.38,0,265,,,0,,3887,188,-78,0,0.48,0.07,-0.07,0,0.51,0.07,-0.07,0,-0.36,0.12,-0.12,0,4.78,0.09,-0.09,0,428.018,6.695,-6.495,04-12-2014,18-11-2014
Kepler-235 e,46.18415,0.0002451,-0.0002451,0,0.2014,,,0,1.94,0.29,-0.28,0,0.173,0.026,-0.025,0,,,,,,,,,0,,,0,1.16,0.68,-0.38,0,265,,,0,,3887,188,-78,0,0.48,0.07,-0.07,0,0.51,0.07,-0.07,0,-0.36,0.12,-0.12,0,4.78,0.09,-0.09,0,428.018,6.695,-6.495,24-09-2015,25-08-2015
Kepler-235 e,46.18415,0.0002451,-0.0002451,0,0.2014,,,0,1.94,0.29,-0.28,0,0.173,0.026,-0.025,0,,,,,,,,,0,,,0,1.16,0.68,-0.38,0,265,,,0,,3887,188,-78,0,0.48,0.07,-0.07,0,0.51,0.07,-0.07,0,-0.36,0.12,-0.12,0,4.78,0.09,-0.09,0,428.018,6.695,-6.495,18-12-2014,21-11-2014
Kepler-452 b,384.843,0.007,-0.012,0,1.046,0.019,-0.015,0,1.63,0.23,-0.2,0,0.145,0.021,-0.018,0,,,,,,,,,,,,,1.1,0.29,-0.22,0,265,15,-13,0,G2,5757,85,-85,0,1.11,0.15,-0.09,0,1.04,0.05,-0.05,0,0.21,0.09,-0.09,0,4.32,0.09,-0.09,0,551.727,5.236,-5.141,2015-08,23-07-2015
Kepler-62 e,122.3863812,0.0004967,-0.0004967,0,0.4152,,,0,1.73,0.08,-0.09,0,0.154,0.007,-0.008,0,,,,,,,,,0,,,0,1.17,0.21,-0.21,0,265,,,0,,4797,93,,0,0.65,0.03,-0.04,0,0.64,0.04,-0.02,0,-0.46,0.14,-0.14,0,4.61,0.04,-0.02,0,300.874,1.219,-1.219,04-12-2014,18-11-2014
Kepler-62 e,122.3863812,0.0004967,-0.0004967,0,0.4152,,,0,1.73,0.08,-0.09,0,0.154,0.007,-0.008,0,,,,,,,,,0,,,0,1.17,0.21,-0.21,0,265,,,0,,4797,93,,0,0.65,0.03,-0.04,0,0.64,0.04,-0.02,0,-0.46,0.14,-0.14,0,4.61,0.04,-0.02,0,300.874,1.219,-1.219,24-09-2015,25-08-2015
Kepler-62 e,122.3863812,0.0004967,-0.0004967,0,0.4152,,,0,1.73,0.08,-0.09,0,0.154,0.007,-0.008,0,,,,,,,,,0,,,0,1.17,0.21,-0.21,0,265,,,0,,4797,93,,0,0.65,0.03,-0.04,0,0.64,0.04,-0.02,0,-0.46,0.14,-0.14,0,4.61,0.04,-0.02,0,300.874,1.219,-1.219,18-12-2014,21-11-2014
Kepler-235 e,46.18510056,0.0019,-0.0019,0,0.20087,0.00903,-0.00903,0,1.79,0.27,-0.27,0,0.16,0.024,-0.024,0,,,,,,,,,,,,,,,,,266,,,0,M0 V,3887,188,-78,0,0.48,0.07,-0.07,0,0.51,0.07,-0.07,0,-0.36,0.12,-0.12,0,,,,,428.018,6.695,-6.495,2012-05,25-02-2016
Kepler-560 b,18.47762694,0.00001563,-0.00001563,0,0.0887,,,0,1.55,0.32,-0.29,0,0.138,0.029,-0.026,0,,,,,,,,,0,,,0,1.21,0.72,-0.47,0,267,,,0,,3395,74,-67,0,0.28,0.06,-0.05,0,0.27,0.07,-0.06,0,-0.12,0.15,-0.15,0,4.97,0.07,-0.07,0,109.308,0.413,-0.41,31-08-2017 00:00,08-05-2017
Kepler-1652 b,38.09722,0.00021,-0.00021,0,0.1654,0.0042,-0.0075,0,1.6,0.18,-0.18,0,0.143,0.016,-0.016,0,,,,,,,,,,,,,0.81,0.16,-0.13,0,268,27,-20,0,,3638,51,-51,0,0.38,0.04,-0.04,0,0.4,0.04,-0.05,0,-0.3,0.12,-0.12,0,4.88,0.05,-0.04,0,,,,2017-12,16-11-2017
Kepler-1544 b,168.8116,0.002,-0.002,0,0.5421,0.0069,-0.0088,0,1.79,0.079,-0.119,0,0.16,0.007,-0.011,0,,,,,,,,,,,,,0.82,0.13,-0.1,0,269,25,-20,0,,4820,100,-100,0,0.71,0.03,-0.03,0,0.74,0.03,-0.03,0,-0.08,0.1,-0.1,0,4.61,0.02,-0.03,0,335.09,1.666,-1.65,2017-12,17-11-2017
Kepler-62 e,122.3858681,0.0005022,-0.0005022,0,0.4324,,,0,1.72,0.1,-0.07,0,0.153,0.009,-0.006,0,,,,,,,,,0,,,0,1.24,0.27,-0.19,0,269,,,0,,4926,98,-98,0,0.66,0.04,-0.03,0,0.73,0.03,-0.06,0,-0.36,0.15,-0.15,0,4.65,0.02,-0.05,0,300.874,1.219,-1.219,31-08-2017 00:00,08-05-2017
TOI-700 d,37.42475,0.00036,-0.0004,0,0.1633,0.0026,-0.0027,0,1.144,0.062,-0.061,0,0.102,0.006,-0.005,0,,,,,,,,,0.111,0.14,-0.078,0,0.85,0.1,-0.1,0,269,8,-8,0,,3461,66,-66,0,0.42,0.02,-0.02,0,0.41,0.02,-0.02,0,-0.07,0.11,-0.11,0,4.8,0.04,-0.04,0,31.1265,0.0206,-0.0206,2020-09,23-07-2020
Kepler-560 b,18.47764449,0.00001517,-0.00001517,0,0.0916,,,0,1.57,0.26,-0.26,0,0.14,0.023,-0.023,0,,,,,,,,,0,,,0,1.26,0.58,-0.43,0,270,,,0,,3387,59,-50,0,0.3,0.05,-0.05,0,0.3,0.05,-0.05,0,-0.09,0.1,-0.1,0,4.96,0.1,-0.1,0,109.308,0.413,-0.41,18-12-2014,21-11-2014
Kepler-560 b,18.47764449,0.00001517,-0.00001517,0,0.0916,,,0,1.57,0.26,-0.26,0,0.14,0.023,-0.023,0,,,,,,,,,0,,,0,1.26,0.58,-0.43,0,270,,,0,,3387,59,-50,0,0.3,0.05,-0.05,0,0.3,0.05,-0.05,0,-0.09,0.1,-0.1,0,4.96,0.1,-0.1,0,109.308,0.413,-0.41,24-09-2015,25-08-2015
Kepler-560 b,18.47764449,0.00001517,-0.00001517,0,0.0916,,,0,1.57,0.26,-0.26,0,0.14,0.023,-0.023,0,,,,,,,,,0,,,0,1.26,0.58,-0.43,0,270,,,0,,3387,59,-50,0,0.3,0.05,-0.05,0,0.3,0.05,-0.05,0,-0.09,0.1,-0.1,0,4.96,0.1,-0.1,0,109.308,0.413,-0.41,04-12-2014,18-11-2014
Kepler-62 e,122.3874,0.0008,-0.0008,0,0.427,0.004,-0.004,0,1.61,0.05,-0.05,0,0.144,0.004,-0.004,0,36,,,1,0.113,,,1,,,,,,,,,270,15,-15,0,K2 V,4925,70,-70,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,-0.37,0.04,-0.04,0,4.68,0.04,-0.04,0,300.874,1.219,-1.219,2013-05,14-05-2014
Kepler-1455 b,49.2768448,0.0003357,-0.0003357,0,0.2126,,,0,1.75,0.09,-0.13,0,0.156,0.008,-0.012,0,,,,,,,,,0,,,0,1.28,0.26,-0.26,0,271,,,0,,3899,78,-78,0,0.53,0.03,-0.04,0,0.53,0.04,-0.03,0,-0.2,0.15,-0.15,0,4.71,0.04,-0.02,0,357.621,5.284,-5.284,31-08-2017 00:00,08-05-2017
Kepler-155 c,52.6615836,0.000128,-0.000128,0,0.2267,,,0,1.76,0.23,-0.23,0,0.157,0.021,-0.021,0,,,,,,,,,0,,,0,1.28,0.81,-0.37,0,271,,,0,,3985,251,-64,0,0.54,0.07,-0.07,0,0.56,0.08,-0.08,0,-0.22,0.11,-0.11,0,4.72,0.08,-0.08,0,293.499,2.279,-2.279,18-12-2014,21-11-2014
Kepler-155 c,52.6615836,0.000128,-0.000128,0,0.2267,,,0,1.76,0.23,-0.23,0,0.157,0.021,-0.021,0,,,,,,,,,0,,,0,1.28,0.81,-0.37,0,271,,,0,,3985,251,-64,0,0.54,0.07,-0.07,0,0.56,0.08,-0.08,0,-0.22,0.11,-0.11,0,4.72,0.08,-0.08,0,293.499,2.279,-2.279,04-12-2014,18-11-2014
Kepler-155 c,52.6615266,0.000136,-0.000136,0,0.2262,,,0,1.87,0.11,-0.12,0,0.167,0.01,-0.011,0,,,,,,,,,0,,,0,1.28,0.26,-0.25,0,271,,,0,,3984,71,-86,0,0.54,0.03,-0.04,0,0.56,0.03,-0.04,0,-0.22,0.15,-0.15,0,4.72,0.03,-0.03,0,293.499,2.279,-2.279,31-08-2017 00:00,08-05-2017
Kepler-155 c,52.6615836,0.000128,-0.000128,0,0.2267,,,0,1.76,0.23,-0.23,0,0.157,0.021,-0.021,0,,,,,,,,,0,,,0,1.28,0.81,-0.37,0,271,,,0,,3985,251,-64,0,0.54,0.07,-0.07,0,0.56,0.08,-0.08,0,-0.22,0.11,-0.11,0,4.72,0.08,-0.08,0,293.499,2.279,-2.279,24-09-2015,25-08-2015
Kepler-1653 b,140.251943,0.001677,-0.001677,0,0.4836,,,0,1.84,0.05,-0.12,0,0.164,0.004,-0.011,0,,,,,,,,,0,,,0,1.28,0.17,-0.24,0,271,,,0,,4821,76,-86,0,0.79,0.02,-0.05,0,0.77,0.05,-0.03,0,0.16,0.15,-0.15,0,4.53,0.06,-0.02,0,,,,31-08-2017 00:00,08-05-2017
Kepler-436 b,64.001151,0.0008289,-0.0008289,0,0.2502,,,0,1.9,0.14,-0.2,0,0.17,0.012,-0.018,0,,,,,,,,,0,,,0,1.28,0.39,-0.39,0,271,,,0,,4299,132,-148,0,0.51,0.04,-0.05,0,0.51,0.04,-0.04,0,-0.96,0.3,-0.3,0,4.73,0.06,-0.04,0,588.867,15.687,-14.907,04-12-2014,18-11-2014
Kepler-436 b,64.001151,0.0008289,-0.0008289,0,0.2502,,,0,1.9,0.14,-0.2,0,0.17,0.012,-0.018,0,,,,,,,,,0,,,0,1.28,0.39,-0.39,0,271,,,0,,4299,132,-148,0,0.51,0.04,-0.05,0,0.51,0.04,-0.04,0,-0.96,0.3,-0.3,0,4.73,0.06,-0.04,0,588.867,15.687,-14.907,18-12-2014,21-11-2014
Kepler-436 b,64.001151,0.0008289,-0.0008289,0,0.2502,,,0,1.9,0.14,-0.2,0,0.17,0.012,-0.018,0,,,,,,,,,0,,,0,1.28,0.39,-0.39,0,271,,,0,,4299,132,-148,0,0.51,0.04,-0.05,0,0.51,0.04,-0.04,0,-0.96,0.3,-0.3,0,4.73,0.06,-0.04,0,588.867,15.687,-14.907,24-09-2015,25-08-2015
Kepler-1455 b,49.276764,0.0003737,-0.0003737,0,0.2153,,,0,1.97,0.25,-0.19,0,0.176,0.022,-0.017,0,,,,,,,,,0,,,0,1.3,0.5,-0.34,0,272,,,0,,3894,83,-101,0,0.54,0.07,-0.05,0,0.55,0.06,-0.06,0,-0.1,0.2,-0.1,0,4.71,0.06,-0.07,0,357.621,5.284,-5.284,04-12-2014,18-11-2014
Kepler-1455 b,49.276764,0.0003737,-0.0003737,0,0.2153,,,0,1.97,0.25,-0.19,0,0.176,0.022,-0.017,0,,,,,,,,,0,,,0,1.3,0.5,-0.34,0,272,,,0,,3894,83,-101,0,0.54,0.07,-0.05,0,0.55,0.06,-0.06,0,-0.1,0.2,-0.1,0,4.71,0.06,-0.07,0,357.621,5.284,-5.284,24-09-2015,25-08-2015
Kepler-1455 b,49.276764,0.0003737,-0.0003737,0,0.2153,,,0,1.97,0.25,-0.19,0,0.176,0.022,-0.017,0,,,,,,,,,0,,,0,1.3,0.5,-0.34,0,272,,,0,,3894,83,-101,0,0.54,0.07,-0.05,0,0.55,0.06,-0.06,0,-0.1,0.2,-0.1,0,4.71,0.06,-0.07,0,357.621,5.284,-5.284,18-12-2014,21-11-2014
LP 890-9 c,8.457463,0.000024,-0.000024,0,0.03984,0.00022,-0.00022,0,1.367,0.055,-0.039,0,0.122,0.005,-0.003,0,25.3,,,1,0.0796,,,1,,,,,0.91,0.03,-0.03,0,272,2,-2,0,M6 V,2850,75,-75,0,0.16,0.01,-0.01,0,0.12,0,0,0,-0.028,0.089,-0.089,0,5.13,0.05,-0.05,0,32.4298,0.0702,-0.0699,2022-09,14-09-2022
Kepler-235 e,46.1842039,0.0002654,-0.0002654,0,0.2005,,,0,1.83,0.12,-0.15,0,0.163,0.011,-0.013,0,,,,,,,,,0,,,0,1.32,0.29,-0.3,0,273,,,0,,3950,70,-86,0,0.49,0.03,-0.04,0,0.5,0.03,-0.04,0,-0.46,0.15,-0.15,0,4.75,0.04,-0.03,0,428.018,6.695,-6.495,31-08-2017 00:00,08-05-2017
Kepler-438 b,35.23318,0.0002329,-0.0002329,0,0.1648,,,0,0.98,0.14,-0.11,0,0.087,0.012,-0.01,0,,,,,,,,,0,,,0,1.31,0.56,-0.33,0,273,,,0,,3688,73,-50,0,0.46,0.07,-0.05,0,0.48,0.06,-0.05,0,-0.1,0.1,-0.1,0,4.79,0.06,-0.08,0,,,,24-09-2015,25-08-2015
Kepler-438 b,35.23318,0.0002329,-0.0002329,0,0.1648,,,0,0.98,0.14,-0.11,0,0.087,0.012,-0.01,0,,,,,,,,,0,,,0,1.31,0.56,-0.33,0,273,,,0,,3688,73,-50,0,0.46,0.07,-0.05,0,0.48,0.06,-0.05,0,-0.1,0.1,-0.1,0,4.79,0.06,-0.08,0,,,,04-12-2014,18-11-2014
Kepler-438 b,35.23318,0.0002329,-0.0002329,0,0.1648,,,0,0.98,0.14,-0.11,0,0.087,0.012,-0.01,0,,,,,,,,,0,,,0,1.31,0.56,-0.33,0,273,,,0,,3688,73,-50,0,0.46,0.07,-0.05,0,0.48,0.06,-0.05,0,-0.1,0.1,-0.1,0,4.79,0.06,-0.08,0,,,,18-12-2014,21-11-2014
TOI-700 e,27.80968976,0.00015414,-0.00015414,0,,,,,0.949,0.313,-0.313,0,0.085,0.028,-0.028,0,,,,,,,,,,,,,1.31,,,0,273,,,0,,3482,,,0,0.42,0.01,-0.01,0,,,,,,,,,4.44,,,0,31.1265,0.0206,-0.0206,2017-07,16-02-2024
Kepler-1512 b,20.35971899,0.00005479,-0.00005479,0,0.1025,,,0,0.8,0.12,-0.16,0,0.071,0.011,-0.014,0,,,,,,,,,0,,,0,1.38,0.58,-0.58,0,276,,,0,,3419,67,-76,0,0.34,0.05,-0.07,0,0.35,0.07,-0.08,0,0.04,0.15,-0.15,0,4.9,0.08,-0.05,0,,,,31-08-2017 00:00,08-05-2017
Kepler-1606 b,196.435224,0.003935,-0.003935,0,0.6375,,,0,1.98,0.72,-0.15,0,0.177,0.064,-0.013,0,,,,,,,,,0,,,0,1.38,1.48,-0.32,0,276,,,0,,5536,161,-140,0,0.82,0.29,-0.06,0,0.9,0.09,-0.09,0,-0.12,0.3,-0.26,0,4.57,0.03,-0.24,0,831.287,18.466,-17.694,24-09-2015,25-08-2015
Kepler-1606 b,196.435224,0.003935,-0.003935,0,0.6375,,,0,1.98,0.72,-0.15,0,0.177,0.064,-0.013,0,,,,,,,,,0,,,0,1.38,1.48,-0.32,0,276,,,0,,5536,161,-140,0,0.82,0.29,-0.06,0,0.9,0.09,-0.09,0,-0.12,0.3,-0.26,0,4.57,0.03,-0.24,0,831.287,18.466,-17.694,04-12-2014,18-11-2014
Kepler-1606 b,196.435224,0.003935,-0.003935,0,0.6375,,,0,1.98,0.72,-0.15,0,0.177,0.064,-0.013,0,,,,,,,,,0,,,0,1.38,1.48,-0.32,0,276,,,0,,5536,161,-140,0,0.82,0.29,-0.06,0,0.9,0.09,-0.09,0,-0.12,0.3,-0.26,0,4.57,0.03,-0.24,0,831.287,18.466,-17.694,18-12-2014,21-11-2014
Kepler-1701 b,169.133455,0.001402,-0.001402,0,0.5689,,,0,1.99,0.62,-0.15,0,0.178,0.055,-0.013,0,,,,,,,,,0,,,0,1.41,1.32,-0.33,0,278,,,0,,5380,168,-146,0,0.78,0.24,-0.06,0,0.86,0.08,-0.09,0,-0.14,0.34,-0.26,0,4.59,0.03,-0.19,0,584.142,6.7525,-6.7525,24-09-2015,25-08-2015
Kepler-1701 b,169.133455,0.001402,-0.001402,0,0.5689,,,0,1.99,0.62,-0.15,0,0.178,0.055,-0.013,0,,,,,,,,,0,,,0,1.41,1.32,-0.33,0,278,,,0,,5380,168,-146,0,0.78,0.24,-0.06,0,0.86,0.08,-0.09,0,-0.14,0.34,-0.26,0,4.59,0.03,-0.19,0,584.142,6.7525,-6.7525,04-12-2014,18-11-2014
Kepler-1701 b,169.133455,0.001402,-0.001402,0,0.5689,,,0,1.99,0.62,-0.15,0,0.178,0.055,-0.013,0,,,,,,,,,0,,,0,1.41,1.32,-0.33,0,278,,,0,,5380,168,-146,0,0.78,0.24,-0.06,0,0.86,0.08,-0.09,0,-0.14,0.34,-0.26,0,4.59,0.03,-0.19,0,584.142,6.7525,-6.7525,18-12-2014,21-11-2014
Kepler-1638 b,259.33683,0.01303,-0.01303,0,0.7307,,,0,1.7,0.76,-0.21,0,0.152,0.068,-0.019,0,,,,,,,,,0,,,0,1.47,2.03,-0.44,0,281,,,0,,5906,183,-147,0,0.85,0.38,-0.1,0,0.77,0.1,-0.04,0,-0.76,0.32,-0.26,0,4.47,0.1,-0.29,0,1525.52,50.91,-47.78,24-09-2015,25-08-2015
Kepler-1638 b,259.33683,0.01303,-0.01303,0,0.7307,,,0,1.7,0.76,-0.21,0,0.152,0.068,-0.019,0,,,,,,,,,0,,,0,1.47,2.03,-0.44,0,281,,,0,,5906,183,-147,0,0.85,0.38,-0.1,0,0.77,0.1,-0.04,0,-0.76,0.32,-0.26,0,4.47,0.1,-0.29,0,1525.52,50.91,-47.78,18-12-2014,21-11-2014
