pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2,pl_pubdate,releasedate
Kepler-249 d,15.36843606,0.00003699,-0.00003699,0,0.0921,,,0,1.21,0.17,-0.18,0,0.108,0.015,-0.016,0,,,,,,,,,0,,,0,3.02,1.21,-0.93,0,336,,,0,,3568,64,-51,0,0.42,0.06,-0.06,0,0.44,0.06,-0.06,0,0.02,0.1,-0.1,0,4.83,0.09,-0.09,0,190.401,1.2195,-1.2195,24-09-2015,25-08-2015
Kepler-249 d,15.36843606,0.00003699,-0.00003699,0,0.0921,,,0,1.21,0.17,-0.18,0,0.108,0.015,-0.016,0,,,,,,,,,0,,,0,3.02,1.21,-0.93,0,336,,,0,,3568,64,-51,0,0.42,0.06,-0.06,0,0.44,0.06,-0.06,0,0.02,0.1,-0.1,0,4.83,0.09,-0.09,0,190.401,1.2195,-1.2195,04-12-2014,18-11-2014
Kepler-249 d,15.36812973,0.00026,-0.00026,0,0.09198,0.00398,-0.00398,0,1.33,1.66,-1.66,0,0.119,0.148,-0.148,0,,,,,,,,,,,,,,,,,336,,,0,M2 V,3568,64,-51,0,0.42,0.06,-0.06,0,0.44,0.06,-0.06,0,0.02,0.1,-0.1,0,,,,,190.401,1.2195,-1.2195,2012-05,25-02-2016
Kepler-249 d,15.36843606,0.00003699,-0.00003699,0,0.0921,,,0,1.21,0.17,-0.18,0,0.108,0.015,-0.016,0,,,,,,,,,0,,,0,3.02,1.21,-0.93,0,336,,,0,,3568,64,-51,0,0.42,0.06,-0.06,0,0.44,0.06,-0.06,0,0.02,0.1,-0.1,0,4.83,0.09,-0.09,0,190.401,1.2195,-1.2195,18-12-2014,21-11-2014
Kepler-296 e,,,,,0.176,,,0,1.86,0.17,-0.17,0,0.166,0.015,-0.015,0,,,,,,,,,,,,,,,,,337,18,-18,0,,3821,160,-160,0,0.59,0.07,-0.07,0,0.63,0.08,-0.08,0,0.3,,,0,,,,,,,,2015-05,11-02-2016
Kepler-138 d,23.08902241,0.00002414,-0.00002414,0,0.1264,,,0,1.24,0.08,-0.12,0,0.111,0.007,-0.011,0,,,,,,,,,0,,,0,3.1,0.7,-0.78,0,338,,,0,,3846,77,-84,0,0.5,0.03,-0.05,0,0.51,0.04,-0.04,0,-0.24,0.15,-0.15,0,4.74,0.05,-0.02,0,66.8624,0.107,-0.107,31-08-2017 00:00,08-05-2017
Kepler-1849 b,57.2937,0.0014,-0.0014,0,0.257,,,0,1.85,0.74,-0.74,0,0.165,0.066,-0.066,0,,,,,,,,,0,,,0,,,,0,339,,,0,,4784,69,-69,0,0.67,0.02,-0.02,0,0.69,0.02,-0.02,0,,,,0,4.63,0.3,-0.3,0,631.884,11.752,-11.337,08-01-2014,28-10-2013
Kepler-369 c,14.87153514,0.00005078,-0.00005078,0,0.0894,,,0,1.32,0.19,-0.17,0,0.118,0.017,-0.015,0,,,,,,,,,0,,,0,3.13,1.27,-0.85,0,339,,,0,,3591,60,-50,0,0.41,0.06,-0.05,0,0.43,0.06,-0.05,0,-0.1,0.1,-0.1,0,4.85,0.06,-0.07,0,,,,04-12-2014,18-11-2014
Kepler-369 c,14.87153514,0.00005078,-0.00005078,0,0.0894,,,0,1.32,0.19,-0.17,0,0.118,0.017,-0.015,0,,,,,,,,,0,,,0,3.13,1.27,-0.85,0,339,,,0,,3591,60,-50,0,0.41,0.06,-0.05,0,0.43,0.06,-0.05,0,-0.1,0.1,-0.1,0,4.85,0.06,-0.07,0,,,,18-12-2014,21-11-2014
Kepler-369 c,14.87153514,0.00005078,-0.00005078,0,0.0894,,,0,1.32,0.19,-0.17,0,0.118,0.017,-0.015,0,,,,,,,,,0,,,0,3.13,1.27,-0.85,0,339,,,0,,3591,60,-50,0,0.41,0.06,-0.05,0,0.43,0.06,-0.05,0,-0.1,0.1,-0.1,0,4.85,0.06,-0.07,0,,,,24-09-2015,25-08-2015
Kepler-220 e,45.9029768,0.0001654,-0.0001654,0,0.2166,,,0,1.18,0.05,-0.06,0,0.105,0.004,-0.005,0,,,,,,,,,0,,,0,3.19,0.54,-0.53,0,341,,,0,,4499,89,-89,0,0.64,0.03,-0.03,0,0.64,0.04,-0.03,0,-0.26,0.15,-0.15,0,4.63,0.03,-0.02,0,171.109,0.637,-0.633,31-08-2017 00:00,08-05-2017
Kepler-395 c,34.98956,0.00022,-0.00022,0,0.1743,0.0023,-0.0023,0,1.336,0.072,-0.072,0,0.119,0.006,-0.006,0,,,,,,,,,,,,,2.11,0.19,-0.25,0,341,27,-27,0,,3931,47,-47,0,0.55,0.02,-0.02,0,0.58,0.02,-0.02,0,-0.02,0.09,-0.09,0,4.72,0.02,-0.02,0,421.382,8.0905,-8.0905,2017-12,17-11-2017
Kepler-445 c,4.87122366,0.00000769,-0.00000769,0,0.0301,,,0,1.56,0.7,-0.23,0,0.139,0.062,-0.021,0,,,,,,,,,0,,,0,3.18,4.16,-0.99,0,341,,,0,,3157,75,-37,0,0.18,0.08,-0.03,0,0.15,0.09,-0.02,0,0.26,0.15,-0.1,0,5.11,0.08,-0.12,0,127.201,0.995,-0.995,31-08-2017 00:00,08-05-2017
Kepler-367 c,53.5782,0.001,-0.001,0,0.244,,,0,1.08,0.15,-0.15,0,0.096,0.013,-0.013,0,,,,,,,,,0,,,0,,,,0,342,,,0,,4739,69,-69,0,0.65,0.02,-0.02,0,0.68,0.02,-0.02,0,,,,0,4.64,0.3,-0.3,0,188.027,0.86,-0.854,08-01-2014,28-10-2013
TRAPPIST-1 c,2.4218233,0.0000017,-0.0000017,0,0.01521,0.00047,-0.00047,0,1.056,0.035,-0.035,0,0.094,0.003,-0.003,0,1.38,0.61,-0.61,0,0.00434,0.00192,-0.00192,0,0.083,,,1,2.27,0.18,-0.18,0,342,7,-7,0,,2559,50,-50,0,0.12,0,0,0,0.08,0.01,-0.01,0,0.04,0.08,-0.08,0,,,,,,,,2017-02,22-02-2017
TRAPPIST-1 c,2.421848,0.000028,-0.000028,0,0.01522,0.00055,-0.00055,0,1.049,0.05,-0.05,0,0.094,0.004,-0.004,0,,,,,,,,,0,,,0,2.26,0.21,-0.21,0,342,8,-8,0,,2550,55,-55,0,0.12,0,0,0,0.08,0.01,-0.01,0,0.04,0.08,-0.08,0,,,,,,,,2016-05,05-05-2016
Kepler-1535 b,138.9442,0.001214,-0.001214,0,0.5125,,,0,1.97,0.84,-0.15,0,0.176,0.075,-0.013,0,,,,,,,,,0,,,0,3.26,4.09,-0.77,0,343,,,0,,6049,156,-167,0,0.84,0.36,-0.06,0,0.93,0.1,-0.11,0,-0.46,0.28,-0.28,0,4.55,0.03,-0.31,0,897.733,14.456,-14.013,24-09-2015,25-08-2015
Kepler-1535 b,138.9442,0.001214,-0.001214,0,0.5125,,,0,1.97,0.84,-0.15,0,0.176,0.075,-0.013,0,,,,,,,,,0,,,0,3.26,4.09,-0.77,0,343,,,0,,6049,156,-167,0,0.84,0.36,-0.06,0,0.93,0.1,-0.11,0,-0.46,0.28,-0.28,0,4.55,0.03,-0.31,0,897.733,14.456,-14.013,18-12-2014,21-11-2014
Kepler-1535 b,138.9442,0.001214,-0.001214,0,0.5125,,,0,1.97,0.84,-0.15,0,0.176,0.075,-0.013,0,,,,,,,,,0,,,0,3.26,4.09,-0.77,0,343,,,0,,6049,156,-167,0,0.84,0.36,-0.06,0,0.93,0.1,-0.11,0,-0.46,0.28,-0.28,0,4.55,0.03,-0.31,0,897.733,14.456,-14.013,04-12-2014,18-11-2014
Kepler-1802 c,33.1364259,0.0002424,-0.0002424,0,0.1723,,,0,1.88,0.14,-0.17,0,0.168,0.012,-0.015,0,,,,,,,,,0,,,0,3.28,0.84,-0.77,0,343,,,0,,4141,91,-80,0,0.61,0.04,-0.06,0,0.62,0.04,-0.06,0,-0.04,0.26,-0.3,0,4.66,0.03,-0.05,0,636.694,49.122,-42.646,18-12-2014,21-11-2014
Kepler-1802 c,33.1364259,0.0002424,-0.0002424,0,0.1723,,,0,1.88,0.14,-0.17,0,0.168,0.012,-0.015,0,,,,,,,,,0,,,0,3.28,0.84,-0.77,0,343,,,0,,4141,91,-80,0,0.61,0.04,-0.06,0,0.62,0.04,-0.06,0,-0.04,0.26,-0.3,0,4.66,0.03,-0.05,0,636.694,49.122,-42.646,24-09-2015,25-08-2015
Kepler-1802 c,33.1364259,0.0002424,-0.0002424,0,0.1723,,,0,1.88,0.14,-0.17,0,0.168,0.012,-0.015,0,,,,,,,,,0,,,0,3.28,0.84,-0.77,0,343,,,0,,4141,91,-80,0,0.61,0.04,-0.06,0,0.62,0.04,-0.06,0,-0.04,0.26,-0.3,0,4.66,0.03,-0.05,0,636.694,49.122,-42.646,04-12-2014,18-11-2014
Kepler-205 c,20.30655662,0.00002782,-0.00002782,0,0.1164,,,0,1.29,0.16,-0.16,0,0.115,0.014,-0.014,0,,,,,,,,,0,,,0,3.29,1.09,-0.92,0,343,,,0,,3834,50,-57,0,0.48,0.06,-0.06,0,0.51,0.06,-0.06,0,-0.25,0.1,-0.1,0,4.78,0.07,-0.07,0,159.72,0.348,-0.347,04-12-2014,18-11-2014
Kepler-205 c,20.30655662,0.00002782,-0.00002782,0,0.1164,,,0,1.29,0.16,-0.16,0,0.115,0.014,-0.014,0,,,,,,,,,0,,,0,3.29,1.09,-0.92,0,343,,,0,,3834,50,-57,0,0.48,0.06,-0.06,0,0.51,0.06,-0.06,0,-0.25,0.1,-0.1,0,4.78,0.07,-0.07,0,159.72,0.348,-0.347,18-12-2014,21-11-2014
Kepler-205 c,20.30655662,0.00002782,-0.00002782,0,0.1164,,,0,1.29,0.16,-0.16,0,0.115,0.014,-0.014,0,,,,,,,,,0,,,0,3.29,1.09,-0.92,0,343,,,0,,3834,50,-57,0,0.48,0.06,-0.06,0,0.51,0.06,-0.06,0,-0.25,0.1,-0.1,0,4.78,0.07,-0.07,0,159.72,0.348,-0.347,24-09-2015,25-08-2015
Kepler-231 c,19.2715468,0.00004404,-0.00004404,0,0.1125,,,0,1.73,0.22,-0.21,0,0.154,0.02,-0.019,0,,,,,,,,,0,,,0,3.28,1.5,-0.9,0,343,,,0,,3767,135,-51,0,0.48,0.06,-0.06,0,0.51,0.06,-0.06,0,-0.1,0.11,-0.11,0,4.78,0.07,-0.07,0,316.618,3.348,-3.281,24-09-2015,25-08-2015
Kepler-231 c,19.2715468,0.00004404,-0.00004404,0,0.1125,,,0,1.73,0.22,-0.21,0,0.154,0.02,-0.019,0,,,,,,,,,0,,,0,3.28,1.5,-0.9,0,343,,,0,,3767,135,-51,0,0.48,0.06,-0.06,0,0.51,0.06,-0.06,0,-0.1,0.11,-0.11,0,4.78,0.07,-0.07,0,316.618,3.348,-3.281,04-12-2014,18-11-2014
Kepler-231 c,19.2715468,0.00004404,-0.00004404,0,0.1125,,,0,1.73,0.22,-0.21,0,0.154,0.02,-0.019,0,,,,,,,,,0,,,0,3.28,1.5,-0.9,0,343,,,0,,3767,135,-51,0,0.48,0.06,-0.06,0,0.51,0.06,-0.06,0,-0.1,0.11,-0.11,0,4.78,0.07,-0.07,0,316.618,3.348,-3.281,18-12-2014,21-11-2014
Kepler-55 c,42.14334,0.00053,-0.00053,0,0.203,,,0,1.77,0.21,-0.21,0,0.158,0.019,-0.019,0,,,,,,,,,0,,,0,,,,0,343,,,0,,4509,64,-64,0,0.6,0.01,-0.01,0,0.63,0.02,-0.02,0,,,,0,4.68,0.3,-0.3,0,578.796,9.604,-9.3,08-01-2014,28-10-2013
K2-3 c,24.64354,0.00117,-0.00117,0,0.1399,0.007,-0.007,0,1.85,0.27,-0.27,0,0.165,0.024,-0.024,0,,,,,,,,,,,,,3.3,1.1,-1.1,0,344,29,-29,0,M0 V,3896,189,-189,0,0.56,0.07,-0.07,0,0.6,0.09,-0.09,0,-0.32,0.13,-0.13,0,4.72,0.13,-0.13,0,44.0727,0.10815,-0.10815,2016-08,07-07-2016
TOI-1266 c,18.80151,0.00067,-0.00069,0,0.1058,0.0023,-0.0024,0,1.56,0.15,-0.13,0,0.139,0.013,-0.012,0,2.2,2,-1.5,0,0.00692,0.00629,-0.00472,0,0.04,0.03,-0.03,0,2.3,0.5,-0.4,0,344,16,-16,0,M3,3600,150,-150,0,0.42,0.02,-0.02,0,0.45,0.03,-0.03,0,-0.5,0.5,-0.5,0,4.85,0.05,-0.05,0,36.0118,0.0295,-0.0295,2020-10,08-10-2020
TOI-237 b,5.433729,0.001053,-0.001053,0,,,,,1.742,0.972,-0.972,0,0.155,0.087,-0.087,0,,,,,,,,,,,,,3.32,,,0,344,,,0,,3139,98,-98,0,0.21,0.05,-0.05,0,,,,,,,,,5.05,0.55,-0.55,0,38.0749,0.2292,-0.2265,2017-07,08-08-2022
TOI-406.01,13.1757294,,,0,0.085518,,,0,1.96,0.446,-0.446,0,0.175,0.04,-0.04,0,,,,,,,,,,,,,2.65,,,0,344,,,0,,3349,,,0,0.39,,,0,0.48,,,0,,,,,4.94,,,0,31.0597,0.0341,-0.034,2024-05,11-06-2024
Kepler-138 d,23.0923,0.0006,-0.0006,0,0.1288,0.001,-0.001,0,1.51,0.04,-0.04,0,0.135,0.004,-0.004,0,2.1,0.6,-0.7,0,0.00661,0.00189,-0.0022,0,0.01,0.005,-0.005,0,3.4,0.2,-0.2,0,345,7,-7,0,,3841,50,-51,0,0.54,0.01,-0.01,0,0.54,0.01,-0.01,0,-0.18,0.1,-0.1,0,4.71,0.03,-0.03,0,66.8624,0.107,-0.107,2022-12,04-01-2023
Kepler-205 c,20.30707932,0.00029,-0.00029,0,0.11617,0.00426,-0.00426,0,1.22,0.14,-0.14,0,0.109,0.012,-0.012,0,,,,,,,,,,,,,,,,,345,,,0,M1 V,3834,50,-57,0,0.48,0.06,-0.06,0,0.51,0.06,-0.06,0,-0.25,0.1,-0.1,0,,,,,159.72,0.348,-0.347,2012-05,25-02-2016
Kepler-231 c,19.26930046,0.00059,-0.00059,0,0.1121,0.00443,-0.00443,0,1.69,1.76,-1.76,0,0.151,0.157,-0.157,0,,,,,,,,,,,,,,,,,345,,,0,M1 V,3767,135,-51,0,0.48,0.06,-0.06,0,0.51,0.06,-0.06,0,-0.1,0.11,-0.11,0,,,,,316.618,3.348,-3.281,2012-05,25-02-2016
Kepler-331 d,32.1340737,0.0001339,-0.0001339,0,0.1607,,,0,1.92,0.16,-0.16,0,0.171,0.014,-0.014,0,,,,,,,,,0,,,0,3.35,1.1,-0.89,0,345,,,0,,4345,133,-143,0,0.52,0.04,-0.04,0,0.54,0.04,-0.04,0,-0.86,0.28,-0.3,0,4.73,0.05,-0.04,0,580.119,12.249,-12.249,04-12-2014,18-11-2014
Kepler-331 d,32.1340737,0.0001339,-0.0001339,0,0.1607,,,0,1.92,0.16,-0.16,0,0.171,0.014,-0.014,0,,,,,,,,,0,,,0,3.35,1.1,-0.89,0,345,,,0,,4345,133,-143,0,0.52,0.04,-0.04,0,0.54,0.04,-0.04,0,-0.86,0.28,-0.3,0,4.73,0.05,-0.04,0,580.119,12.249,-12.249,24-09-2015,25-08-2015
Kepler-331 d,32.1340737,0.0001339,-0.0001339,0,0.1607,,,0,1.92,0.16,-0.16,0,0.171,0.014,-0.014,0,,,,,,,,,0,,,0,3.35,1.1,-0.89,0,345,,,0,,4345,133,-143,0,0.52,0.04,-0.04,0,0.54,0.04,-0.04,0,-0.86,0.28,-0.3,0,4.73,0.05,-0.04,0,580.119,12.249,-12.249,18-12-2014,21-11-2014
Kepler-174 c,44.0004287,0.0001377,-0.0001377,0,0.2039,,,0,1.46,0.06,-0.07,0,0.13,0.005,-0.006,0,,,,,,,,,0,,,0,3.38,0.58,-0.55,0,346,,,0,,4590,88,-91,0,0.59,0.03,-0.03,0,0.58,0.03,-0.02,0,-0.64,0.16,-0.14,0,4.66,0.03,-0.02,0,384.757,2.684,-2.684,18-12-2014,21-11-2014
Kepler-174 c,44.0004287,0.0001377,-0.0001377,0,0.2039,,,0,1.46,0.06,-0.07,0,0.13,0.005,-0.006,0,,,,,,,,,0,,,0,3.38,0.58,-0.55,0,346,,,0,,4590,88,-91,0,0.59,0.03,-0.03,0,0.58,0.03,-0.02,0,-0.64,0.16,-0.14,0,4.66,0.03,-0.02,0,384.757,2.684,-2.684,04-12-2014,18-11-2014
Kepler-174 c,44.0004287,0.0001377,-0.0001377,0,0.2039,,,0,1.46,0.06,-0.07,0,0.13,0.005,-0.006,0,,,,,,,,,0,,,0,3.38,0.58,-0.55,0,346,,,0,,4590,88,-91,0,0.59,0.03,-0.03,0,0.58,0.03,-0.02,0,-0.64,0.16,-0.14,0,4.66,0.03,-0.02,0,384.757,2.684,-2.684,24-09-2015,25-08-2015
Kepler-331 d,32.1340014,0.0002547,-0.0002547,0,0.161,,,0,1.84,0.15,-0.16,0,0.164,0.013,-0.014,0,,,,,,,,,0,,,0,3.39,1.05,-0.92,0,346,,,0,,4347,117,-143,0,0.52,0.04,-0.04,0,0.54,0.04,-0.04,0,-0.84,0.3,-0.35,0,4.73,0.05,-0.04,0,580.119,12.249,-12.249,31-08-2017 00:00,08-05-2017
Kepler-174 c,44.00045,0.00035,-0.00035,0,0.206,,,0,1.47,0.16,-0.16,0,0.131,0.014,-0.014,0,,,,,,,,,0,,,0,,,,0,347,,,0,,4565,59,-59,0,0.61,0.04,-0.04,0,0.6,0.02,-0.02,0,,,,0,4.65,0.1,-0.1,0,384.757,2.684,-2.684,08-01-2014,28-10-2013
TOI-1266 c,18.80152,0.00054,-0.00067,0,0.1037,0.0026,-0.0025,0,1.673,0.087,-0.11,0,0.149,0.008,-0.01,0,6.4,,,1,0.02014,,,1,0,,,0,2.42,0.23,-0.22,0,347,8,-8,0,M2 V,3573,35,-38,0,0.42,0.01,-0.01,0,0.44,0.02,-0.02,0,-0.08,0.13,-0.1,0,4.83,0.02,-0.02,0,36.0118,0.0295,-0.0295,2020-12,10-01-2022
TOI-2095 b,17.66484,0.00007,-0.00007,0,0.101,0.005,-0.005,0,1.25,0.07,-0.07,0,0.112,0.006,-0.006,0,4.1,,,1,0.0129,,,1,0,,,0,3.43,0.31,-0.31,0,347,9,-9,0,M2.5 V,3759,87,-87,0,0.44,0.02,-0.02,0,0.44,0.02,-0.02,0,-0.24,0.04,-0.04,0,5.11,0.12,-0.12,0,41.9176,0.05,-0.05,2023-04,22-08-2023
TOI-5713 b,10.441989,0.000015,-0.000014,0,0.06008,0.00046,-0.00046,0,1.77,0.17,-0.14,0,0.158,0.015,-0.012,0,,,,,,,,,0.24,0.4,-0.17,0,2.26,0.17,-0.6,0,347,3,-3,0,M3.5+/-0.5,3225,41,-40,0,0.3,0.01,-0.01,0,0.27,0.01,-0.01,0,-0.03,0.13,-0.13,0,4.91,0.02,-0.02,0,40.8668,0.073,-0.0728,2024-10,04-11-2024
Kepler-54 d,20.9954,0.00058,-0.00058,0,0.119,,,0,1.73,0.27,-0.27,0,0.154,0.024,-0.024,0,,,,,,,,,0,,,0,,,,0,348,,,0,,3855,200,-200,0,0.5,0.02,-0.02,0,0.51,0.03,-0.03,0,,,,0,4.75,0.3,-0.3,0,271.701,2.9175,-2.9175,08-01-2014,28-10-2013
Kepler-1459 b,62.869463,0.001024,-0.001024,0,0.2829,,,0,1.96,0.06,-0.12,0,0.175,0.005,-0.011,0,,,,,,,,,0,,,0,3.51,0.51,-0.59,0,349,,,0,,4762,85,-76,0,0.78,0.03,-0.04,0,0.76,0.04,-0.03,0,0.2,0.15,-0.15,0,4.54,0.06,-0.02,0,455.479,4.342,-4.261,31-08-2017 00:00,08-05-2017
Kepler-55 c,42.1406089,0.0003143,-0.0003143,0,0.2095,,,0,1.85,0.13,-0.05,0,0.165,0.012,-0.004,0,,,,,,,,,0,,,0,3.49,0.81,-0.47,0,349,,,0,,4500,90,-90,0,0.65,0.04,-0.02,0,0.71,0.03,-0.04,0,-0.02,0.15,-0.15,0,4.66,0.01,-0.04,0,578.796,9.604,-9.3,31-08-2017 00:00,08-05-2017
TOI-2096 c,6.38784,0.000012,-0.000012,0,0.04,0.002,-0.002,0,1.914,0.095,-0.095,0,0.171,0.008,-0.008,0,,,,,,,,,0.1,0.17,-0.06,0,3.7,0.1,-0.2,0,349,10,-9,0,M4,3300,50,-50,0,0.23,0.01,-0.01,0,0.23,0.01,-0.01,0,-0.03,0.2,-0.2,0,5.05,0.05,-0.05,0,48.4809,0.0982,-0.0978,2023-03,28-03-2023
Kepler-235 d,20.06037454,0.00005435,-0.00005435,0,0.1155,,,0,1.99,0.29,-0.29,0,0.178,0.026,-0.026,0,,,,,,,,,0,,,0,3.53,2.07,-1.16,0,350,,,0,,3887,188,-78,0,0.48,0.07,-0.07,0,0.51,0.07,-0.07,0,-0.36,0.12,-0.12,0,4.78,0.09,-0.09,0,428.018,6.695,-6.495,24-09-2015,25-08-2015
Kepler-235 d,20.06037454,0.00005435,-0.00005435,0,0.1155,,,0,1.99,0.29,-0.29,0,0.178,0.026,-0.026,0,,,,,,,,,0,,,0,3.53,2.07,-1.16,0,350,,,0,,3887,188,-78,0,0.48,0.07,-0.07,0,0.51,0.07,-0.07,0,-0.36,0.12,-0.12,0,4.78,0.09,-0.09,0,428.018,6.695,-6.495,18-12-2014,21-11-2014
Kepler-235 d,20.06037454,0.00005435,-0.00005435,0,0.1155,,,0,1.99,0.29,-0.29,0,0.178,0.026,-0.026,0,,,,,,,,,0,,,0,3.53,2.07,-1.16,0,350,,,0,,3887,188,-78,0,0.48,0.07,-0.07,0,0.51,0.07,-0.07,0,-0.36,0.12,-0.12,0,4.78,0.09,-0.09,0,428.018,6.695,-6.495,04-12-2014,18-11-2014
Kepler-367 c,53.5778376,0.0002944,-0.0002944,0,0.2541,,,0,1.36,0.08,-0.05,0,0.121,0.007,-0.004,0,,,,,,,,,0,,,0,3.55,0.75,-0.5,0,350,,,0,,4722,91,-97,0,0.72,0.04,-0.03,0,0.76,0.03,-0.04,0,0.07,0.15,-0.15,0,4.61,0.01,-0.04,0,188.027,0.86,-0.854,18-12-2014,21-11-2014
Kepler-367 c,53.5778376,0.0002944,-0.0002944,0,0.2541,,,0,1.36,0.08,-0.05,0,0.121,0.007,-0.004,0,,,,,,,,,0,,,0,3.55,0.75,-0.5,0,350,,,0,,4722,91,-97,0,0.72,0.04,-0.03,0,0.76,0.03,-0.04,0,0.07,0.15,-0.15,0,4.61,0.01,-0.04,0,188.027,0.86,-0.854,04-12-2014,18-11-2014
Kepler-367 c,53.5778376,0.0002944,-0.0002944,0,0.2541,,,0,1.36,0.08,-0.05,0,0.121,0.007,-0.004,0,,,,,,,,,0,,,0,3.55,0.75,-0.5,0,350,,,0,,4722,91,-97,0,0.72,0.04,-0.03,0,0.76,0.03,-0.04,0,0.07,0.15,-0.15,0,4.61,0.01,-0.04,0,188.027,0.86,-0.854,24-09-2015,25-08-2015
